match_date,kot,round_type,season_round,home_team,away_team,home_score,away_score,referee,stadium,attendance,season
06/11/2013,8:45 pm,Regular round,Group F,Borussia Dortmund,Arsenal FC,0,1,Björn Kuipers,SIGNAL IDUNA PARK,65829,2013
26/11/2013,8:45 pm,Regular round,Group F,Borussia Dortmund,SSC Napoli,3,1,Carlos Velasco Carballo,SIGNAL IDUNA PARK,65829,2013
26/11/2013,8:45 pm,Regular round,Group F,Arsenal FC,Olympique Marseille,2,0,Mateu Lahoz,Emirates Stadium,59912,2013
11/12/2013,8:45 pm,Regular round,Group F,Olympique Marseille,Borussia Dortmund,1,2,Marijo Strahonja,Orange Vélodrome,36655,2013
11/12/2013,8:45 pm,Regular round,Group F,SSC Napoli,Arsenal FC,2,0,Viktor Kassai,Stadio Diego Armando Maradona,34027,2013
18/09/2013,8:45 pm,Regular round,Group G,Austria Vienna,FC Porto,0,1,Craig Thomson,Ernst-Happel-Stadion,37500,2013
18/09/2013,8:45 pm,Regular round,Group G,Atlético de Madrid,Zenit St. Petersburg,3,1,Willie Collum,Vicente Calderón,33855,2013
01/10/2013,6:00 pm,Regular round,Group G,Zenit St. Petersburg,Austria Vienna,0,0,Deniz Aytekin,Petrovsky,18705,2013
01/10/2013,8:45 pm,Regular round,Group G,FC Porto,Atlético de Madrid,1,2,Howard Webb,Estádio do Dragão,33989,2013
22/10/2013,8:45 pm,Regular round,Group G,FC Porto,Zenit St. Petersburg,0,1,Paolo Tagliavento,Estádio do Dragão,31109,2013
22/10/2013,8:45 pm,Regular round,Group G,Austria Vienna,Atlético de Madrid,0,3,Daniele Orsato,Ernst-Happel-Stadion,45654,2013
06/11/2013,6:00 pm,Regular round,Group G,Zenit St. Petersburg,FC Porto,1,1,Tom Harald Hagen,Petrovsky,17786,2013
06/11/2013,8:45 pm,Regular round,Group G,Atlético de Madrid,Austria Vienna,4,0,István Vad,Vicente Calderón,29841,2013
26/11/2013,6:00 pm,Regular round,Group G,Zenit St. Petersburg,Atlético de Madrid,1,1,Martin Atkinson,Petrovsky,17885,2013
26/11/2013,8:45 pm,Regular round,Group G,FC Porto,Austria Vienna,1,1,Ovidiu Hategan,Estádio do Dragão,24809,2013
11/12/2013,8:45 pm,Regular round,Group G,Atlético de Madrid,FC Porto,2,0,Deniz Aytekin,Vicente Calderón,24629,2013
11/12/2013,8:45 pm,Regular round,Group G,Austria Vienna,Zenit St. Petersburg,4,1,Aleksandar Stavrev,Ernst-Happel-Stadion,37500,2013
18/09/2013,8:45 pm,Regular round,Group H,AC Milan,Celtic FC,2,0,Wolfgang Stark,Giuseppe Meazza,54623,2013
18/09/2013,8:45 pm,Regular round,Group H,FC Barcelona,Ajax Amsterdam,4,0,Svein Oddvar Moen,Spotify Camp Nou,79412,2013
01/10/2013,8:45 pm,Regular round,Group H,Ajax Amsterdam,AC Milan,1,1,Jonas Eriksson,Johan Cruijff ArenA,51692,2013
01/10/2013,8:45 pm,Regular round,Group H,Celtic FC,FC Barcelona,0,1,Stéphane Lannoy,Celtic Park,58128,2013
22/10/2013,8:45 pm,Regular round,Group H,Celtic FC,Ajax Amsterdam,2,1,Ivan Bebek,Celtic Park,58719,2013
22/10/2013,8:45 pm,Regular round,Group H,AC Milan,FC Barcelona,1,1,Dr. Felix Brych,Giuseppe Meazza,74487,2013
06/11/2013,8:45 pm,Regular round,Group H,Ajax Amsterdam,Celtic FC,1,0,Deniz Aytekin,Johan Cruijff ArenA,59908,2013
06/11/2013,8:45 pm,Regular round,Group H,FC Barcelona,AC Milan,3,1,Milorad Mazic,Spotify Camp Nou,80517,2013
26/11/2013,8:45 pm,Regular round,Group H,Ajax Amsterdam,FC Barcelona,2,1,Pavel Kralovec,Johan Cruijff ArenA,53000,2013
26/11/2013,8:45 pm,Regular round,Group H,Celtic FC,AC Milan,0,3,Cüneyt Cakir,Celtic Park,58619,2013
11/12/2013,8:45 pm,Regular round,Group H,FC Barcelona,Celtic FC,6,1,Sergey Karasev,Spotify Camp Nou,54342,2013
11/12/2013,8:45 pm,Regular round,Group H,AC Milan,Ajax Amsterdam,0,0,Howard Webb,Giuseppe Meazza,61744,2013
18/02/2014,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Manchester City,FC Barcelona,0,2,Jonas Eriksson,Etihad Stadium,46033,2013
18/02/2014,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Bayer 04 Leverkusen,Paris Saint-Germain,0,4,Viktor Kassai,BayArena,29412,2013
19/02/2014,8:45 PM  2nd leg:,Regular round,last 16 1st leg,AC Milan,Atlético de Madrid,0,1,Pedro Proença,Giuseppe Meazza,65890,2013
19/02/2014,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Arsenal FC,Bayern Munich,0,2,tbc,Emirates Stadium,59911,2013
25/02/2014,6:00 PM  2nd leg:,Regular round,last 16 1st leg,Zenit St. Petersburg,Borussia Dortmund,2,4,Willie Collum,Petrovsky,15099,2013
25/02/2014,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Olympiacos Piraeus,Manchester United,2,0,Gianluca Rocchi,Stadio Georgios Karaiskakis,30015,2013
26/02/2014,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Galatasaray,Chelsea FC,1,1,Carlos Velasco Carballo,Ali Sami Yen Spor Kompleksi NEF Stadyumu,52650,2013
26/02/2014,8:45 PM  2nd leg:,Regular round,last 16 1st leg,FC Schalke 04,Real Madrid,1,6,Howard Webb,Veltins-Arena,54442,2013
11/03/2014,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Atlético de Madrid,AC Milan,4,1,Mark Clattenburg,Vicente Calderón,49186,2013
11/03/2014,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Bayern Munich,Arsenal FC,1,1,Svein Oddvar Moen,Allianz Arena,68000,2013
12/03/2014,8:45 PM  1st leg:,Regular round,last 16 2nd leg,FC Barcelona,Manchester City,2,1,Stéphane Lannoy,Spotify Camp Nou,85957,2013
12/03/2014,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Paris Saint-Germain,Bayer 04 Leverkusen,2,1,Ivan Bebek,Parc des Princes,45596,2013
18/03/2014,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Chelsea FC,Galatasaray,2,0,Dr. Felix Brych,Stamford Bridge,38038,2013
18/03/2014,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Real Madrid,FC Schalke 04,3,1,Sergey Karasev,Santiago Bernabéu,65148,2013
19/03/2014,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Manchester United,Olympiacos Piraeus,3,0,Björn Kuipers,Old Trafford,74662,2013
19/03/2014,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Borussia Dortmund,Zenit St. Petersburg,1,2,Undiano Mallenco,SIGNAL IDUNA PARK,65829,2013
01/04/2014,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,FC Barcelona,Atlético de Madrid,1,1,Dr. Felix Brych,Spotify Camp Nou,79941,2013
01/04/2014,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,Manchester United,Bayern Munich,1,1,Carlos Velasco Carballo,Old Trafford,75000,2013
02/04/2014,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,Paris Saint-Germain,Chelsea FC,3,1,Milorad Mazic,Parc des Princes,45517,2013
02/04/2014,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,Real Madrid,Borussia Dortmund,3,0,Mark Clattenburg,Santiago Bernabéu,70089,2013
08/04/2014,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,Chelsea FC,Paris Saint-Germain,2,0,Pedro Proença,Stamford Bridge,38080,2013
08/04/2014,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,Borussia Dortmund,Real Madrid,2,0,Damir Skomina,SIGNAL IDUNA PARK,65829,2013
09/04/2014,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,Atlético de Madrid,FC Barcelona,1,0,Howard Webb,Vicente Calderón,53592,2013
09/04/2014,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,Bayern Munich,Manchester United,3,1,Jonas Eriksson,Allianz Arena,67300,2013
22/04/2014,8:45 PM  2nd leg:,Regular round,Semi-Finals 1st Leg,Atlético de Madrid,Chelsea FC,0,0,Jonas Eriksson,Vicente Calderón,52560,2013
23/04/2014,8:45 PM  2nd leg:,Regular round,Semi-Finals 1st Leg,Real Madrid,Bayern Munich,1,0,Howard Webb,Santiago Bernabéu,79283,2013
29/04/2014,8:45 PM  1st leg:,Regular round,Semi-Finals 2nd Leg,Bayern Munich,Real Madrid,0,4,Pedro Proença,Allianz Arena,67812,2013
30/04/2014,8:45 PM  1st leg:,Regular round,Semi-Finals 2nd Leg,Chelsea FC,Atlético de Madrid,1,3,Nicola Rizzoli,Stamford Bridge,37918,2013
24/05/2014,8:45 pm,Regular round,Final,Real Madrid,Atlético de Madrid,4,1,Björn Kuipers,Estádio da Luz,60976,2013
16/09/2014,8:45 pm,Regular round,Group A,Olympiacos Piraeus,Atlético de Madrid,3,2,Pedro Proença,Stadio Georgios Karaiskakis,31946,2014
16/09/2014,8:45 pm,Regular round,Group A,Juventus FC,Malmö FF,2,0,Szymon Marciniak,Allianz Stadium,31218,2014
01/10/2014,8:45 pm,Regular round,Group A,Atlético de Madrid,Juventus FC,1,0,Dr. Felix Brych,Vicente Calderón,44322,2014
01/10/2014,8:45 pm,Regular round,Group A,Malmö FF,Olympiacos Piraeus,2,0,Sergey Karasev,Eleda Stadion,20500,2014
22/10/2014,8:45 pm,Regular round,Group A,Olympiacos Piraeus,Juventus FC,1,0,Milorad Mazic,Stadio Georgios Karaiskakis,31411,2014
22/10/2014,8:45 pm,Regular round,Group A,Atlético de Madrid,Malmö FF,5,0,Matej Jug,Vicente Calderón,34502,2014
04/11/2014,8:45 pm,Regular round,Group A,Juventus FC,Olympiacos Piraeus,3,2,Martin Atkinson,Allianz Stadium,39091,2014
04/11/2014,8:45 pm,Regular round,Group A,Malmö FF,Atlético de Madrid,0,2,Mark Clattenburg,Eleda Stadion,20500,2014
26/11/2014,8:45 pm,Regular round,Group A,Atlético de Madrid,Olympiacos Piraeus,4,0,Wolfgang Stark,Vicente Calderón,40121,2014
26/11/2014,8:45 pm,Regular round,Group A,Malmö FF,Juventus FC,0,2,Pedro Proença,Eleda Stadion,20500,2014
09/12/2014,8:45 pm,Regular round,Group A,Olympiacos Piraeus,Malmö FF,4,2,Stéphane Lannoy,Stadio Georgios Karaiskakis,27562,2014
09/12/2014,8:45 pm,Regular round,Group A,Juventus FC,Atlético de Madrid,0,0,Willie Collum,Allianz Stadium,39219,2014
16/09/2014,8:45 pm,Regular round,Group B,Liverpool FC,Ludogorets Razgrad,2,1,Matej Jug,Anfield,43307,2014
16/09/2014,8:45 pm,Regular round,Group B,Real Madrid,FC Basel 1893,5,1,Damir Skomina,Santiago Bernabéu,65364,2014
01/10/2014,8:45 pm,Regular round,Group B,Ludogorets Razgrad,Real Madrid,1,2,Craig Thomson,Vasil Levski,42000,2014
01/10/2014,8:45 pm,Regular round,Group B,FC Basel 1893,Liverpool FC,1,0,Jonas Eriksson,St. Jakob-Park,36000,2014
22/10/2014,8:45 pm,Regular round,Group B,Liverpool FC,Real Madrid,0,3,Nicola Rizzoli,Anfield,43521,2014
22/10/2014,8:45 pm,Regular round,Group B,Ludogorets Razgrad,FC Basel 1893,1,0,Deniz Aytekin,Vasil Levski,35000,2014
04/11/2014,8:45 pm,Regular round,Group B,FC Basel 1893,Ludogorets Razgrad,4,0,Stéphane Lannoy,St. Jakob-Park,35272,2014
04/11/2014,8:45 pm,Regular round,Group B,Real Madrid,Liverpool FC,1,0,Viktor Kassai,Santiago Bernabéu,79283,2014
26/11/2014,8:45 pm,Regular round,Group B,Ludogorets Razgrad,Liverpool FC,2,2,Mateu Lahoz,Vasil Levski,37143,2014
26/11/2014,8:45 pm,Regular round,Group B,FC Basel 1893,Real Madrid,0,1,Milorad Mazic,St. Jakob-Park,36000,2014
09/12/2014,8:45 pm,Regular round,Group B,Real Madrid,Ludogorets Razgrad,4,0,Clément Turpin,Santiago Bernabéu,58393,2014
09/12/2014,8:45 pm,Regular round,Group B,Liverpool FC,FC Basel 1893,1,1,Björn Kuipers,Anfield,43290,2014
16/09/2014,8:45 pm,Regular round,Group C,AS Monaco,Bayer 04 Leverkusen,1,0,Pavel Kralovec,Stade Louis-II,8130,2014
16/09/2014,8:45 pm,Regular round,Group C,SL Benfica,Zenit St. Petersburg,0,2,Svein Oddvar Moen,Estádio da Luz,35294,2014
01/10/2014,6:00 pm,Regular round,Group C,Zenit St. Petersburg,AS Monaco,0,0,Mark Clattenburg,Petrovsky,13817,2014
01/10/2014,8:45 pm,Regular round,Group C,Bayer 04 Leverkusen,SL Benfica,3,1,Martin Atkinson,BayArena,25202,2014
22/10/2014,8:45 pm,Regular round,Group C,Bayer 04 Leverkusen,Zenit St. Petersburg,2,0,Björn Kuipers,BayArena,27254,2014
22/10/2014,8:45 pm,Regular round,Group C,AS Monaco,SL Benfica,0,0,Szymon Marciniak,Stade Louis-II,12776,2014
04/11/2014,6:00 pm,Regular round,Group C,Zenit St. Petersburg,Bayer 04 Leverkusen,1,2,Undiano Mallenco,Petrovsky,17010,2014
04/11/2014,8:45 pm,Regular round,Group C,SL Benfica,AS Monaco,1,0,David Fernández Borbalán,Estádio da Luz,32565,2014
26/11/2014,6:00 pm,Regular round,Group C,Zenit St. Petersburg,SL Benfica,1,0,Nicola Rizzoli,Petrovsky,17000,2014
26/11/2014,8:45 pm,Regular round,Group C,Bayer 04 Leverkusen,AS Monaco,0,1,Paolo Tagliavento,BayArena,26230,2014
09/12/2014,8:45 pm,Regular round,Group C,AS Monaco,Zenit St. Petersburg,2,0,Damir Skomina,Stade Louis-II,11319,2014
09/12/2014,8:45 pm,Regular round,Group C,SL Benfica,Bayer 04 Leverkusen,0,0,Aleksey Kulbakov,Estádio da Luz,17564,2014
16/09/2014,8:45 pm,Regular round,Group D,Galatasaray,RSC Anderlecht,1,1,István Vad,Ali Sami Yen Spor Kompleksi NEF Stadyumu,28553,2014
16/09/2014,8:45 pm,Regular round,Group D,Borussia Dortmund,Arsenal FC,2,0,Olegário Benquerença,SIGNAL IDUNA PARK,65851,2014
01/10/2014,8:45 pm,Regular round,Group D,RSC Anderlecht,Borussia Dortmund,0,3,Paolo Tagliavento,Constant Vanden Stock Stadion,18649,2014
01/10/2014,8:45 pm,Regular round,Group D,Arsenal FC,Galatasaray,4,1,tbc,Emirates Stadium,59803,2014
22/10/2014,8:45 pm,Regular round,Group D,RSC Anderlecht,Arsenal FC,1,2,Carlos Velasco Carballo,Constant Vanden Stock Stadion,19881,2014
22/10/2014,8:45 pm,Regular round,Group D,Galatasaray,Borussia Dortmund,0,4,Mateu Lahoz,Ali Sami Yen Spor Kompleksi NEF Stadyumu,52650,2014
04/11/2014,8:45 pm,Regular round,Group D,Arsenal FC,RSC Anderlecht,3,3,Clément Turpin,Emirates Stadium,59872,2014
04/11/2014,8:45 pm,Regular round,Group D,Borussia Dortmund,Galatasaray,4,1,Pavel Kralovec,SIGNAL IDUNA PARK,65851,2014
26/11/2014,8:45 pm,Regular round,Group D,RSC Anderlecht,Galatasaray,2,0,Ivan Bebek,Constant Vanden Stock Stadion,19857,2014
26/11/2014,8:45 pm,Regular round,Group D,Arsenal FC,Borussia Dortmund,2,0,Viktor Kassai,Emirates Stadium,59902,2014
09/12/2014,8:45 pm,Regular round,Group D,Borussia Dortmund,RSC Anderlecht,1,1,Undiano Mallenco,SIGNAL IDUNA PARK,65829,2014
09/12/2014,8:45 pm,Regular round,Group D,Galatasaray,Arsenal FC,1,4,David Fernández Borbalán,Ali Sami Yen Spor Kompleksi NEF Stadyumu,20590,2014
17/09/2014,8:45 pm,Regular round,Group E,AS Roma,CSKA Moscow,5,1,David Fernández Borbalán,Olimpico di Roma,40888,2014
17/09/2014,8:45 pm,Regular round,Group E,Bayern Munich,Manchester City,1,0,Undiano Mallenco,Allianz Arena,68000,2014
30/09/2014,6:00 pm,Regular round,Group E,CSKA Moscow,Bayern Munich,0,1,Willie Collum,Arena Khimki,0,2014
30/09/2014,8:45 pm,Regular round,Group E,Manchester City,AS Roma,1,1,Björn Kuipers,Etihad Stadium,37509,2014
21/10/2014,6:00 pm,Regular round,Group E,CSKA Moscow,Manchester City,2,2,István Vad,Arena Khimki,0,2014
21/10/2014,8:45 pm,Regular round,Group E,AS Roma,Bayern Munich,1,7,Jonas Eriksson,Olimpico di Roma,62292,2014
05/11/2014,8:45 pm,Regular round,Group E,Bayern Munich,AS Roma,2,0,Cüneyt Cakir,Allianz Arena,68000,2014
05/11/2014,8:45 pm,Regular round,Group E,Manchester City,CSKA Moscow,1,2,Anastasios Sidiropoulos,Etihad Stadium,44000,2014
25/11/2014,6:00 pm,Regular round,Group E,CSKA Moscow,AS Roma,1,1,Dr. Felix Brych,Arena Khimki,150,2014
25/11/2014,8:45 pm,Regular round,Group E,Manchester City,Bayern Munich,3,2,Pavel Kralovec,Etihad Stadium,44510,2014
10/12/2014,8:45 pm,Regular round,Group E,Bayern Munich,CSKA Moscow,3,0,Olegário Benquerença,Allianz Arena,68000,2014
10/12/2014,8:45 pm,Regular round,Group E,AS Roma,Manchester City,0,2,Milorad Mazic,Olimpico di Roma,54119,2014
17/09/2014,8:45 pm,Regular round,Group F,FC Barcelona,APOEL Nicosia,1,0,Deniz Aytekin,Spotify Camp Nou,62832,2014
17/09/2014,8:45 pm,Regular round,Group F,Ajax Amsterdam,Paris Saint-Germain,1,1,Wolfgang Stark,Johan Cruijff ArenA,50430,2014
30/09/2014,8:45 pm,Regular round,Group F,Paris Saint-Germain,FC Barcelona,3,2,Nicola Rizzoli,Parc des Princes,46400,2014
30/09/2014,8:45 pm,Regular round,Group F,APOEL Nicosia,Ajax Amsterdam,1,1,Milorad Mazic,GSP Stadium,17190,2014
21/10/2014,8:45 pm,Regular round,Group F,APOEL Nicosia,Paris Saint-Germain,0,1,Ovidiu Hategan,GSP Stadium,18659,2014
21/10/2014,8:45 pm,Regular round,Group F,FC Barcelona,Ajax Amsterdam,3,1,Willie Collum,Spotify Camp Nou,79357,2014
05/11/2014,8:45 pm,Regular round,Group F,Paris Saint-Germain,APOEL Nicosia,1,0,Olegário Benquerença,Parc des Princes,45816,2014
05/11/2014,8:45 pm,Regular round,Group F,Ajax Amsterdam,FC Barcelona,0,2,Pedro Proença,Johan Cruijff ArenA,52117,2014
25/11/2014,8:45 pm,Regular round,Group F,Paris Saint-Germain,Ajax Amsterdam,3,1,Matej Jug,Parc des Princes,46130,2014
25/11/2014,8:45 pm,Regular round,Group F,APOEL Nicosia,FC Barcelona,0,4,Gianluca Rocchi,GSP Stadium,20626,2014
10/12/2014,8:45 pm,Regular round,Group F,Ajax Amsterdam,APOEL Nicosia,4,0,Carlos Velasco Carballo,Johan Cruijff ArenA,51796,2014
10/12/2014,8:45 pm,Regular round,Group F,FC Barcelona,Paris Saint-Germain,3,1,Martin Atkinson,Spotify Camp Nou,82570,2014
17/09/2014,8:45 pm,Regular round,Group G,Chelsea FC,FC Schalke 04,1,1,Ivan Bebek,Stamford Bridge,40648,2014
17/09/2014,8:45 pm,Regular round,Group G,NK Maribor,Sporting CP,1,1,Clément Turpin,Ljudski Vrt,12211,2014
30/09/2014,8:45 pm,Regular round,Group G,Sporting CP,Chelsea FC,0,1,Mateu Lahoz,Estádio José Alvalade XXI,40734,2014
30/09/2014,8:45 pm,Regular round,Group G,FC Schalke 04,NK Maribor,1,1,Carlos Velasco Carballo,Veltins-Arena,47997,2014
21/10/2014,8:45 pm,Regular round,Group G,FC Schalke 04,Sporting CP,4,3,Sergey Karasev,Veltins-Arena,49943,2014
21/10/2014,8:45 pm,Regular round,Group G,Chelsea FC,NK Maribor,6,0,Danny Makkelie,Stamford Bridge,41126,2014
05/11/2014,8:45 pm,Regular round,Group G,Sporting CP,FC Schalke 04,4,2,Paolo Tagliavento,Estádio José Alvalade XXI,35473,2014
05/11/2014,8:45 pm,Regular round,Group G,NK Maribor,Chelsea FC,1,1,Daniele Orsato,Ljudski Vrt,12994,2014
25/11/2014,8:45 pm,Regular round,Group G,Sporting CP,NK Maribor,3,1,Craig Thomson,Estádio José Alvalade XXI,32739,2014
25/11/2014,8:45 pm,Regular round,Group G,FC Schalke 04,Chelsea FC,0,5,Jonas Eriksson,Veltins-Arena,54442,2014
10/12/2014,8:45 pm,Regular round,Group G,Chelsea FC,Sporting CP,3,1,Svein Oddvar Moen,Stamford Bridge,41089,2014
10/12/2014,8:45 pm,Regular round,Group G,NK Maribor,FC Schalke 04,0,1,Szymon Marciniak,Ljudski Vrt,12516,2014
17/09/2014,8:45 pm,Regular round,Group H,FC Porto,BATE Borisov,6,0,Bas Nijhuis,Estádio do Dragão,35108,2014
17/09/2014,8:45 pm,Regular round,Group H,Athletic Bilbao,Shakhtar Donetsk,0,0,Anastasios Sidiropoulos,San Mamés,48351,2014
30/09/2014,8:45 pm,Regular round,Group H,Shakhtar Donetsk,FC Porto,2,2,Cüneyt Cakir,Arena Lviv,33217,2014
30/09/2014,8:45 pm,Regular round,Group H,BATE Borisov,Athletic Bilbao,2,1,Stéphane Lannoy,Borisov-Arena,11886,2014
21/10/2014,8:45 pm,Regular round,Group H,BATE Borisov,Shakhtar Donetsk,0,7,Ivan Bebek,Borisov-Arena,13126,2014
21/10/2014,8:45 pm,Regular round,Group H,FC Porto,Athletic Bilbao,2,1,Damir Skomina,Estádio do Dragão,38116,2014
05/11/2014,8:45 pm,Regular round,Group H,Shakhtar Donetsk,BATE Borisov,5,0,Wolfgang Stark,Arena Lviv,29173,2014
05/11/2014,8:45 pm,Regular round,Group H,Athletic Bilbao,FC Porto,0,2,Dr. Felix Brych,San Mamés,47243,2014
25/11/2014,6:00 pm,Regular round,Group H,BATE Borisov,FC Porto,0,3,Ovidiu Hategan,Borisov-Arena,10147,2014
25/11/2014,8:45 pm,Regular round,Group H,Shakhtar Donetsk,Athletic Bilbao,0,1,Mark Clattenburg,Arena Lviv,33491,2014
10/12/2014,8:45 pm,Regular round,Group H,Athletic Bilbao,BATE Borisov,2,0,Daniele Orsato,San Mamés,33000,2014
10/12/2014,8:45 pm,Regular round,Group H,FC Porto,Shakhtar Donetsk,1,1,Ruddy Buquet,Estádio do Dragão,28010,2014
17/02/2015,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Paris Saint-Germain,Chelsea FC,1,1,Cüneyt Cakir,Parc des Princes,45713,2014
17/02/2015,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Shakhtar Donetsk,Bayern Munich,0,0,Undiano Mallenco,Arena Lviv,34187,2014
18/02/2015,8:45 PM  2nd leg:,Regular round,last 16 1st leg,FC Schalke 04,Real Madrid,0,2,Martin Atkinson,Veltins-Arena,54442,2014
18/02/2015,8:45 PM  2nd leg:,Regular round,last 16 1st leg,FC Basel 1893,FC Porto,1,1,Mark Clattenburg,St. Jakob-Park,34464,2014
24/02/2015,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Juventus FC,Borussia Dortmund,2,1,Mateu Lahoz,Allianz Stadium,41182,2014
24/02/2015,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Manchester City,FC Barcelona,1,2,Dr. Felix Brych,Etihad Stadium,45081,2014
25/02/2015,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Bayer 04 Leverkusen,Atlético de Madrid,1,0,Pavel Kralovec,BayArena,29079,2014
25/02/2015,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Arsenal FC,AS Monaco,1,3,Deniz Aytekin,Emirates Stadium,59868,2014
10/03/2015,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Real Madrid,FC Schalke 04,3,4,Damir Skomina,Santiago Bernabéu,69986,2014
10/03/2015,8:45 PM  1st leg:,Regular round,last 16 2nd leg,FC Porto,FC Basel 1893,4,0,Jonas Eriksson,Estádio do Dragão,43108,2014
11/03/2015,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Chelsea FC,Paris Saint-Germain,2,2,Björn Kuipers,Stamford Bridge,40000,2014
11/03/2015,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Bayern Munich,Shakhtar Donetsk,7,0,Willie Collum,Allianz Arena,70000,2014
17/03/2015,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Atlético de Madrid,Bayer 04 Leverkusen,4,2,Nicola Rizzoli,Vicente Calderón,48273,2014
17/03/2015,8:45 PM  1st leg:,Regular round,last 16 2nd leg,AS Monaco,Arsenal FC,0,2,Svein Oddvar Moen,Stade Louis-II,17263,2014
18/03/2015,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Borussia Dortmund,Juventus FC,0,3,Milorad Mazic,SIGNAL IDUNA PARK,65851,2014
18/03/2015,8:45 PM  1st leg:,Regular round,last 16 2nd leg,FC Barcelona,Manchester City,1,0,Gianluca Rocchi,Spotify Camp Nou,92551,2014
14/04/2015,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,Juventus FC,AS Monaco,1,0,Pavel Kralovec,Allianz Stadium,40801,2014
14/04/2015,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,Atlético de Madrid,Real Madrid,0,0,Milorad Mazic,Vicente Calderón,50000,2014
15/04/2015,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,FC Porto,Bayern Munich,3,1,Carlos Velasco Carballo,Estádio do Dragão,50092,2014
15/04/2015,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,Paris Saint-Germain,FC Barcelona,1,3,Mark Clattenburg,Parc des Princes,45893,2014
21/04/2015,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,Bayern Munich,FC Porto,6,1,Martin Atkinson,Allianz Arena,70000,2014
21/04/2015,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,FC Barcelona,Paris Saint-Germain,2,0,Svein Oddvar Moen,Spotify Camp Nou,84477,2014
22/04/2015,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,Real Madrid,Atlético de Madrid,1,0,Dr. Felix Brych,Santiago Bernabéu,80354,2014
22/04/2015,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,AS Monaco,Juventus FC,0,0,Willie Collum,Stade Louis-II,16889,2014
05/05/2015,8:45 PM  2nd leg:,Regular round,Semi-Finals 1st Leg,Juventus FC,Real Madrid,2,1,Martin Atkinson,Allianz Stadium,41011,2014
06/05/2015,8:45 PM  2nd leg:,Regular round,Semi-Finals 1st Leg,FC Barcelona,Bayern Munich,3,0,Nicola Rizzoli,Spotify Camp Nou,95639,2014
12/05/2015,8:45 PM  1st leg:,Regular round,Semi-Finals 2nd Leg,Bayern Munich,FC Barcelona,3,2,Mark Clattenburg,Allianz Arena,70000,2014
13/05/2015,8:45 PM  1st leg:,Regular round,Semi-Finals 2nd Leg,Real Madrid,Juventus FC,1,1,Jonas Eriksson,Santiago Bernabéu,80354,2014
06/06/2015,8:45 pm,Regular round,Final,Juventus FC,FC Barcelona,1,3,Cüneyt Cakir,Olympiastadion Berlin,70442,2014
15/09/2015,8:45 pm,Regular round,Group A,Paris Saint-Germain,Malmö FF,2,0,Sergey Karasev,Parc des Princes,46612,2015
15/09/2015,8:45 pm,Regular round,Group A,Real Madrid,Shakhtar Donetsk,4,0,Ivan Bebek,Santiago Bernabéu,66389,2015
30/09/2015,8:45 pm,Regular round,Group A,Shakhtar Donetsk,Paris Saint-Germain,0,3,Deniz Aytekin,Arena Lviv,32730,2015
30/09/2015,8:45 pm,Regular round,Group A,Malmö FF,Real Madrid,0,2,Cüneyt Cakir,Eleda Stadion,20500,2015
